AÑO;MES;PRODUCTO;CATEGORIA;CCAA;PROVINCIA;ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES
2024;5;Actividades;Actividades infantiles;Comunidad Foral de Navarra;Navarra;2;4;20,6;10,3;1
2024;5;Espectaculos;Música;Comunidad Foral de Navarra;Navarra;406;731;11778,06;29,01;178
2024;5;Actividades;Actividades infantiles;Comunidad Foral de Navarra;Navarra;295;531;10575,75;35,85;129
2024;5;Espectaculos;Música;Comunidad Foral de Navarra;Navarra;55;99;810,15;14,73;42
2024;5;Actividades;Deportes y aventuras;Comunidad Foral de Navarra;Navarra;267;480;4247,97;15,91;89
2024;5;Actividades;Cursos;Comunidad Foral de Navarra;Navarra;2;4;30;15;2
2024;5;Espectaculos;Música;Comunidad Foral de Navarra;Navarra;3704;6665;101711,84;27,46;2477
2024;5;Actividades;Deportes y aventuras;Comunidad Foral de Navarra;Navarra;103;185;3638,99;35,33;38
2024;5;Espectaculos;Cultura, teatro y danza;Comunidad Foral de Navarra;Navarra;73;131;1031,49;14,13;37
2024;5;Espectaculos;Música;Comunidad Foral de Navarra;Navarra;93;167;1677,72;18,04;52
2024;5;Espectaculos;Música;Galicia;Ourense;55;135;719,95;13,09;28
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;88;158;1136,08;12,91;46
2024;5;Espectaculos;Conferencias;Principado de Asturias;Asturias;32;55;320;10;19
2024;5;Actividades;Cursos;Principado de Asturias;Asturias;2;4;80;40;2
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;213;384;3041,64;14,28;115
2024;5;Actividades;Deportes y aventuras;Principado de Asturias;Asturias;2;20745;186,64;93,32;2
2024;5;Espectaculos;Cultura, teatro y danza;Principado de Asturias;Asturias;31;56;465;15;21
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;12;22;299,76;24,98;9
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;76;137;1223,6;16,1;38
2024;5;Espectaculos;Cine;Principado de Asturias;Asturias;6;11;58,2;9,7;2
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;599;1078;7661,21;12,79;360
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;301;542;3630,06;12,06;156
2024;5;Espectaculos;Música;Principado de Asturias;Asturias;4;7;27,44;6,86;3
2024;5;Espectaculos;Música;Castilla y León;Palencia;16;29;296;18,5;5
2024;5;Espectaculos;Música;Castilla y León;Palencia;30;54;398,1;13,27;16
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Palencia;32;58;404,8;12,65;19
2024;5;Espectaculos;Música;Canarias;Las Palmas;124;335;5261,32;42,43;78
2024;5;Espectaculos;Música;Canarias;Las Palmas;5;0;140;28;4
2024;5;Espectaculos;Música;Canarias;Las Palmas;140;412;770;5,5;80
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;329;592;6714,89;20,41;157
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;39;70;514,8;13,2;20
2024;5;Espectaculos;Conferencias;Canarias;Las Palmas;343;2392;3344,25;9,75;214
2024;5;Actividades;Cursos;Canarias;Las Palmas;88;185;3433,76;39,02;81
2024;5;Espectaculos;Musicales;Canarias;Las Palmas;563;1013;4993,81;8,87;333
2024;5;Espectaculos;Música;Canarias;Las Palmas;1427;2477;20163,51;14,13;766
2024;5;Actividades;Actividades infantiles;Canarias;Las Palmas;284;511;2220,88;7,82;131
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;1081;2082;9912,77;9,17;585
2024;5;Actividades;Gastronomía;Canarias;Las Palmas;184;331;1646,8;8,95;99
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;71;128;1405,8;19,8;34
2024;5;Espectaculos;Música;Canarias;Las Palmas;115;207;4751,8;41,32;70
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;20;515;268,8;13,44;10
2024;5;Espectaculos;Música;Canarias;Las Palmas;30;54;378,9;12,63;16
2024;5;Espectaculos;Musicales;Canarias;Las Palmas;143;257;429;3;67
2024;5;Espectaculos;Música;Canarias;Las Palmas;109;196;1090;10;60
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;143;257;429;3;67
2024;5;Espectaculos;Conferencias;Canarias;Las Palmas;30;54;786;26,2;17
2024;5;Espectaculos;Música;Canarias;Las Palmas;1409;2535;28306,81;20,09;1064
2024;5;Actividades;Actividades infantiles;Canarias;Las Palmas;105;189;703,5;6,7;34
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;403;725;4545,84;11,28;180
2024;5;Espectaculos;Música;Canarias;Las Palmas;218;1178;2005,6;9,2;97
2024;5;Actividades;Actividades infantiles;Canarias;Las Palmas;103;185;638,6;6,2;32
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;391;704;3362,6;8,6;165
2024;5;Espectaculos;Música;Canarias;Las Palmas;33;59;237,6;7,2;12
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Las Palmas;51;92;367,2;7,2;26
2024;5;Espectaculos;Música;Galicia;Pontevedra;31;56;262,26;8,46;20
2024;5;Espectaculos;Música;Galicia;Pontevedra;10;18;51;5,1;2
2024;5;Espectaculos;Cine;Galicia;Pontevedra;3;5;80,01;26,67;3
2024;5;Espectaculos;Música;Galicia;Pontevedra;10;18;63,7;6,37;5
2024;5;Actividades;Deportes y aventuras;Galicia;Pontevedra;2;4;50;25;2
2024;5;Espectaculos;Música;Galicia;Pontevedra;1051;1769;10720,2;10,2;622
2024;5;Espectaculos;Cultura, teatro y danza;Galicia;Pontevedra;349;628;3385,3;9,7;178
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Salamanca;237;426;668,34;2,82;111
2024;5;Espectaculos;Musicales;Castilla y León;Salamanca;105;189;1395,45;13,29;43
2024;5;Espectaculos;Música;Castilla y León;Salamanca;323;581;3352,74;10,38;221
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Salamanca;156;281;1430,52;9,17;70
2024;5;Espectaculos;Música;Castilla y León;Salamanca;84;151;868,56;10,34;50
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Salamanca;484;871;1340,68;2,77;90
2024;5;Espectaculos;Museo y exposiciones;Castilla y León;Salamanca;484;871;1340,68;2,77;90
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;38;68;530,1;13,95;22
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;30;54;2007,9;66,93;16
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;28;50;315;11,25;22
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;364;1450;1092;3;178
2024;5;Actividades;Actividades infantiles;Canarias;Santa Cruz de Tenerife;102;249;306;3;35
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;216;389;650,16;3,01;94
2024;5;Actividades;Cursos;Canarias;Santa Cruz de Tenerife;1;2;59;59;1
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;558;1678;9692,46;17,37;362
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;108;194;901,8;8,35;55
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;308;703;3517,36;11,42;204
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;606;1090;12756,3;21,05;558
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;163;293;3841,91;23,57;82
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;34;61;997,22;29,33;16
2024;5;Actividades;Cursos;Canarias;Santa Cruz de Tenerife;2;4;43,6;21,8;2
2024;5;Espectaculos;Musicales;Canarias;Santa Cruz de Tenerife;44;79;333,08;7,57;19
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;910;1567;13431,6;14,76;702
2024;5;Actividades;Actividades infantiles;Canarias;Santa Cruz de Tenerife;6;11;39,24;6,54;1
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;158;284;1227,66;7,77;79
2024;5;Actividades;Gastronomía;Canarias;Santa Cruz de Tenerife;114;205;1755,6;15,4;59
2024;5;Espectaculos;Música;Canarias;Santa Cruz de Tenerife;46;83;428,72;9,32;23
2024;5;Espectaculos;Cultura, teatro y danza;Canarias;Santa Cruz de Tenerife;689;1127;7413,64;10,76;300
2024;5;Espectaculos;Música;Cantabria;Cantabria;70;126;840;12;31
2024;5;Espectaculos;Música;Cantabria;Cantabria;885;1593;10314,675;11,655;450
2024;5;Espectaculos;Cultura, teatro y danza;Cantabria;Cantabria;176;317;2015,2;11,45;85
2024;5;Espectaculos;Música;Cantabria;Cantabria;42;76;425,04;10,12;29
2024;5;Espectaculos;Música;Castilla y León;Segovia;16;29;112,64;7,04;8
2024;5;Espectaculos;Música;Castilla y León;Segovia;134;241;1333,3;9,95;56
2024;5;Espectaculos;Música;Andalucía;Sevilla;295;531;2315,75;7,85;112
2024;5;Espectaculos;Cultura, teatro y danza;Andalucía;Sevilla;49;88;294;6;16
2024;5;Espectaculos;Música;Andalucía;Sevilla;2;4;24;12;1
2024;5;Espectaculos;Música;Andalucía;Sevilla;46;83;708,86;15,41;23
2024;5;Espectaculos;Cultura, teatro y danza;Andalucía;Sevilla;6;11;78;13;3
2024;5;Espectaculos;Museo y exposiciones;Andalucía;Sevilla;6;11;78;13;3
2024;5;Espectaculos;Conferencias;Andalucía;Sevilla;24;454;1485,6;61,9;19
2024;5;Actividades;Cursos;Andalucía;Sevilla;14;358;437,08;31,22;14
2024;5;Espectaculos;Cine;Andalucía;Sevilla;188;814;1128;6;62
2024;5;Espectaculos;Musicales;Andalucía;Sevilla;142;256;715,68;5,04;63
2024;5;Espectaculos;Música;Andalucía;Sevilla;4024;7025;43499,44;10,81;2259
2024;5;Actividades;Actividades infantiles;Andalucía;Sevilla;188;338;2778,64;14,78;61
2024;5;Espectaculos;Cultura, teatro y danza;Andalucía;Sevilla;1745;3864;25145,45;14,41;841
2024;5;Espectaculos;Museo y exposiciones;Andalucía;Sevilla;24;543;306;12,75;11
2024;5;Actividades;Gastronomía;Andalucía;Sevilla;136;245;1550,4;11,4;80
2024;5;Espectaculos;Música;Andalucía;Sevilla;109;196;1607,75;14,75;49
2024;5;Espectaculos;Música;Castilla y León;Soria;60;108;775,8;12,93;30
2024;5;Espectaculos;Música;Cataluña;Tarragona;77;139;667,59;8,67;37
2024;5;Actividades;Actividades infantiles;Cataluña;Tarragona;77;139;667,59;8,67;37
2024;5;Actividades;Cursos;Cataluña;Tarragona;3;5;103,11;34,37;3
2024;5;Espectaculos;Música;Cataluña;Tarragona;35;63;1116,85;31,91;24
2024;5;Espectaculos;Conferencias;Cataluña;Tarragona;16;29;640;40;9
2024;5;Actividades;Deportes y aventuras;Cataluña;Tarragona;86;155;430;5;52
2024;5;Actividades;Actividades infantiles;Cataluña;Tarragona;61;154;944,28;15,48;19
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;61;110;944,28;15,48;19
2024;5;Espectaculos;Museo y exposiciones;Cataluña;Tarragona;61;110;944,28;15,48;19
2024;5;Espectaculos;Música;Cataluña;Tarragona;2;4;10;5;1
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;53;139;442,55;8,35;20
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;13;23;195;15;7
2024;5;Espectaculos;Música;Cataluña;Tarragona;91;164;1036,49;11,39;54
2024;5;Espectaculos;Música;Cataluña;Tarragona;56;101;1377,6;24,6;55
2024;5;Espectaculos;Música;Cataluña;Tarragona;112;202;1779,68;15,89;47
2024;5;Espectaculos;Música;Cataluña;Tarragona;176;317;5447,2;30,95;109
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;124;223;2134,04;17,21;53
2024;5;Espectaculos;Música;Cataluña;Tarragona;217;390;4949,77;22,81;123
2024;5;Espectaculos;Musicales;Cataluña;Tarragona;324;583;6198,12;19,13;98
2024;5;Espectaculos;Música;Cataluña;Tarragona;159;589;1790,34;11,26;72
2024;5;Actividades;Actividades infantiles;Cataluña;Tarragona;324;583;6198,12;19,13;98
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;362;651;4528,62;12,51;119
2024;5;Espectaculos;Música;Cataluña;Tarragona;3;5;234;78;2
2024;5;Espectaculos;Música;Cataluña;Tarragona;307;552;4439,22;14,46;144
2024;5;Actividades;Actividades infantiles;Cataluña;Tarragona;305;549;1674,45;5,49;143
2024;5;Espectaculos;Música;Cataluña;Tarragona;178;320;2155,58;12,11;56
2024;5;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;21;38;408,24;19,44;10
2024;5;Espectaculos;Música;Cataluña;Tarragona;240;432;4324,8;18,02;216
2024;5;Espectaculos;Música;Cataluña;Tarragona;110;198;909,7;8,27;72
2024;5;Espectaculos;Música;Aragón;Teruel;112;202;2306,08;20,59;74
2024;5;Espectaculos;Música;Aragón;Teruel;8;14;122,08;15,26;4
2024;5;Espectaculos;Música;Aragón;Teruel;8;14;210;26,25;3
2024;5;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;6;11;76,98;12,83;1
2024;5;Espectaculos;Música;Castilla - La Mancha;Toledo;26;47;1738,88;66,88;23
2024;5;Espectaculos;Música;Castilla - La Mancha;Toledo;90;162;2718,9;30,21;51
2024;5;Actividades;Actividades infantiles;Castilla - La Mancha;Toledo;90;162;2718,9;30,21;51
2024;5;Espectaculos;Música;Castilla - La Mancha;Toledo;12;22;172,92;14,41;7
2024;5;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;18;32;90;5;7
2024;5;Actividades;Actividades infantiles;Castilla - La Mancha;Toledo;166;299;1221,76;7,36;42
2024;5;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;166;299;1221,76;7,36;42
2024;5;Espectaculos;Museo y exposiciones;Castilla - La Mancha;Toledo;166;299;1221,76;7,36;42
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;52;94;839,8;16,15;30
2024;5;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;64;115;412,8;6,45;35
2024;5;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;64;115;412,8;6,45;35
2024;5;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;64;115;412,8;6,45;35
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;29;52;550,13;18,97;15
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;183;329;3143,94;17,18;89
2024;5;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;829;1492;3266,26;3,94;243
2024;5;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;968;1742;6592,08;6,81;365
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;52;94;1160,64;22,32;35
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;198;356;4013,46;20,27;188
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;1;2;50;50;1
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;36;65;578,52;16,07;21
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;44;79;683,76;15,54;26
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;735;1222;5512,5;7,5;372
2024;5;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;67;121;538,01;8,03;29
2024;5;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;362;651;2725,86;7,53;151
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;341;614;12265,77;35,97;149
2024;5;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;40;72;323,6;8,09;11
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;3;5;162,03;54,01;2
2024;5;Actividades;Deportes y aventuras;Comunitat Valenciana;Valencia/València;36;65;216;6;21
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;33;59;478,5;14,5;18
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;6;20;354;59;5
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;5;9;40;8;2
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;50;90;722;14,44;46
2024;5;Espectaculos;Conferencias;Comunitat Valenciana;Valencia/València;267;480;6520,14;24,42;167
2024;5;Actividades;Cursos;Comunitat Valenciana;Valencia/València;124;223;22316,28;179,97;120
2024;5;Espectaculos;Musicales;Comunitat Valenciana;Valencia/València;186;335;1900,92;10,22;61
2024;5;Espectaculos;Ferias;Comunitat Valenciana;Valencia/València;96;173;3995,52;41,62;96
2024;5;Espectaculos;Música;Comunitat Valenciana;Valencia/València;2218;4533;27924,62;12,59;1355
2024;5;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;2732;4916;26664,32;9,76;878
2024;5;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;3944;7097;40504,88;10,27;1445
2024;5;Espectaculos;Museo y exposiciones;Comunitat Valenciana;Valencia/València;1;2;10;10;1
2024;5;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;2;202;39,6;19,8;1
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;63;113;301,77;4,79;22
2024;5;Espectaculos;Musicales;Castilla y León;Valladolid;14;25;140;10;6
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;14;25;140;10;6
2024;5;Espectaculos;Música;Castilla y León;Valladolid;13;23;109,98;8,46;6
2024;5;Espectaculos;Música;Castilla y León;Valladolid;22;40;269,94;12,27;11
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;13;23;65;5;4
2024;5;Espectaculos;Música;Castilla y León;Valladolid;41;74;413,69;10,09;26
2024;5;Espectaculos;Música;Castilla y León;Valladolid;16;29;96;6;7
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;19;34;422,18;22,22;15
2024;5;Espectaculos;Música;Castilla y León;Valladolid;11;20;167,64;15,24;7
2024;5;Espectaculos;Música;Castilla y León;Valladolid;718;1265;9154,5;12,75;376
2024;5;Actividades;Deportes y aventuras;Castilla y León;Valladolid;2;4;49;24,5;2
2024;5;Actividades;Actividades infantiles;Castilla y León;Valladolid;263;473;3287,5;12,5;102
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;889;1600;6383,02;7,18;486
2024;5;Espectaculos;Música;Castilla y León;Valladolid;169;304;2619,5;15,5;80
2024;5;Actividades;Actividades infantiles;Castilla y León;Valladolid;169;304;2619,5;15,5;80
2024;5;Espectaculos;Música;País Vasco;Bizkaia;36;65;1080;30;24
2024;5;Actividades;Cursos;País Vasco;Bizkaia;5;9;75;15;5
2024;5;Espectaculos;Música;País Vasco;Bizkaia;2933;4949;43232,42;14,74;1490
2024;5;Actividades;Deportes y aventuras;País Vasco;Bizkaia;2424;4362;56309,52;23,23;2424
2024;5;Actividades;Actividades infantiles;País Vasco;Bizkaia;5;9;30;6;4
2024;5;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;186;335;1759,56;9,46;89
2024;5;Actividades;Actividades infantiles;País Vasco;Bizkaia;371;668;14717,57;39,67;106
2024;5;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;370;666;3459,5;9,35;105
2024;5;Espectaculos;Museo y exposiciones;País Vasco;Bizkaia;370;666;3459,5;9,35;105
2024;5;Espectaculos;Música;País Vasco;Bizkaia;99;178;2078,01;20,99;58
2024;5;Actividades;Cursos;País Vasco;Bizkaia;61;110;3165,29;51,89;42
2024;5;Espectaculos;Música;País Vasco;Bizkaia;89;160;672,84;7,56;43
2024;5;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;50;90;546;10,92;27
2024;5;Espectaculos;Música;País Vasco;Bizkaia;57;103;591,09;10,37;27
2024;5;Actividades;Actividades infantiles;País Vasco;Bizkaia;117;211;881,01;7,53;35
2024;5;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;117;211;881,01;7,53;35
2024;5;Espectaculos;Música;País Vasco;Bizkaia;6;11;60;10;2
2024;5;Espectaculos;Música;País Vasco;Bizkaia;110;198;1095,6;9,96;46
2024;5;Actividades;Deportes y aventuras;País Vasco;Bizkaia;14;25;98;7;9
2024;5;Actividades;Actividades infantiles;País Vasco;Bizkaia;14;25;98;7;9
2024;5;Espectaculos;Música;País Vasco;Bizkaia;127;229;2103,12;16,56;78
2024;5;Actividades;Deportes y aventuras;País Vasco;Bizkaia;8;14;80;10;8
2024;5;Actividades;Actividades infantiles;País Vasco;Bizkaia;50;176;7151;143,02;46
2024;5;Espectaculos;Música;Castilla y León;Zamora;29;52;363,08;12,52;14
2024;5;Espectaculos;Música;Castilla y León;Zamora;25;45;308;12,32;15
2024;5;Espectaculos;Música;Castilla y León;Zamora;371;668;4685,73;12,63;151
2024;5;Actividades;Actividades infantiles;Castilla y León;Zamora;485;873;14423,9;29,74;246
2024;5;Espectaculos;Cultura, teatro y danza;Castilla y León;Zamora;88;158;2418,24;27,48;75
2024;5;Espectaculos;Música;Aragón;Zaragoza;137;247;685;5;74
2024;5;Espectaculos;Música;Aragón;Zaragoza;267;480;3230,7;12,1;146
2024;5;Actividades;Deportes y aventuras;Aragón;Zaragoza;56;101;663,04;11,84;25
2024;5;Espectaculos;Cultura, teatro y danza;Aragón;Zaragoza;16;29;243,04;15,19;8
2024;5;Espectaculos;Música;Aragón;Zaragoza;6;11;77,7;12,95;2
2024;5;Espectaculos;Conferencias;Aragón;Zaragoza;29;299;969,47;33,43;17
2024;5;Actividades;Cursos;Aragón;Zaragoza;78;140;4421,82;56,69;56
2024;5;Espectaculos;Musicales;Aragón;Zaragoza;583;1060;5462,71;9,37;225
2024;5;Espectaculos;Ferias;Aragón;Zaragoza;21;249;967,68;46,08;11
2024;5;Espectaculos;Música;Aragón;Zaragoza;4325;7227;56138,5;12,98;2508
2024;5;Actividades;Actividades infantiles;Aragón;Zaragoza;1035;1862;5971,95;5,77;316
2024;5;Espectaculos;Cultura, teatro y danza;Aragón;Zaragoza;2507;4439;28905,71;11,53;1035
2024;5;Espectaculos;Museo y exposiciones;Aragón;Zaragoza;267;480;929,16;3,48;83
2024;5;Actividades;Gastronomía;Aragón;Zaragoza;175;315;1137,5;6,5;52
2024;5;Espectaculos;Música;Ceuta;Ceuta;12;22;155,64;12,97;4
2024;5;Espectaculos;Cultura, teatro y danza;Ceuta;Ceuta;126;227;1010,52;8,02;46
2024;5;Espectaculos;Conferencias;Total Nacional;Total Nacional;1563;5979;36768,3246;23,5242;911
2024;5;Actividades;Cursos;Total Nacional;Total Nacional;1699;5543;95654,2097;56,3003;1215
2024;5;Espectaculos;Cine;Total Nacional;Total Nacional;1342;3396;9675,0148;7,2094;744
2024;5;Espectaculos;Musicales;Total Nacional;Total Nacional;9485;17494;102294,7765;10,7849;3832
2024;5;Espectaculos;Ferias;Total Nacional;Total Nacional;168;928;7299,0456;43,4467;146
2024;5;Espectaculos;Música;Total Nacional;Total Nacional;150596;290477;2412186,49;16,0176;87401
2024;5;Actividades;Deportes y aventuras;Total Nacional;Total Nacional;9314;37137;176908,2532;18,9938;6560
2024;5;Actividades;Actividades infantiles;Total Nacional;Total Nacional;20103;37672;322667,2221;16,0507;7975
2024;5;Espectaculos;Cultura, teatro y danza;Total Nacional;Total Nacional;51138;94786;682697,4138;13,3501;22673
2024;5;Espectaculos;Museo y exposiciones;Total Nacional;Total Nacional;1478;3160;13534,785;9,1575;400
2024;5;Actividades;Gastronomía;Total Nacional;Total Nacional;2742;5134;63236,2782;23,0621;1257
2024;6;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;42;69;354,48;8,44;17
2024;6;Actividades;Cursos;País Vasco;Araba/Álava;12;20;70,56;5,88;10
2024;6;Actividades;Deportes y aventuras;País Vasco;Araba/Álava;113;184;539,01;4,77;62
2024;6;Espectaculos;Música;País Vasco;Araba/Álava;51;83;553,35;10,85;19
2024;6;Actividades;Actividades infantiles;País Vasco;Araba/Álava;51;83;553,35;10,85;19
2024;6;Actividades;Gastronomía;País Vasco;Araba/Álava;51;83;553,35;10,85;19
2024;6;Espectaculos;Música;País Vasco;Araba/Álava;70;174;601,3;8,59;47
2024;6;Actividades;Actividades infantiles;País Vasco;Araba/Álava;18;29;81;4,5;4
2024;6;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;253;473;2261,82;8,94;113
2024;6;Actividades;Actividades infantiles;País Vasco;Araba/Álava;9;15;27;3;8
2024;6;Espectaculos;Musicales;Castilla - La Mancha;Albacete;11;18;193,6;17,6;4
2024;6;Espectaculos;Música;Castilla - La Mancha;Albacete;144;234;1824,48;12,67;89
2024;6;Actividades;Actividades infantiles;Castilla - La Mancha;Albacete;11;18;193,6;17,6;4
2024;6;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Albacete;36;59;409,32;11,37;15
2024;6;Espectaculos;Música;Castilla - La Mancha;Albacete;601;980;6010;10;601
2024;6;Actividades;Actividades infantiles;Castilla - La Mancha;Albacete;601;980;6010;10;601
2024;6;Espectaculos;Música;Castilla - La Mancha;Albacete;47;77;2400,29;51,07;23
2024;6;Espectaculos;Musicales;Comunitat Valenciana;Alicante/Alacant;14;23;98,56;7,04;6
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;18;29;357,48;19,86;8
2024;6;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;14;23;98,56;7,04;6
2024;6;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;43;70;280,575;6,525;21
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;1195;2159;25632,75;21,45;725
2024;6;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;326;561;9897,36;30,36;169
2024;6;Actividades;Gastronomía;Comunitat Valenciana;Alicante/Alacant;29;47;261,87;9,03;12
2024;6;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;2;3;68,38;34,19;2
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;109;178;1051,85;9,65;52
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;496;808;4171,36;8,41;301
2024;6;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;7;11;119,91;17,13;3
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;35;57;534,45;15,27;18
2024;6;Espectaculos;Cine;Comunitat Valenciana;Alicante/Alacant;3;5;15;5;2
2024;6;Espectaculos;Musicales;Comunitat Valenciana;Alicante/Alacant;177;289;1239;7;65
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;993;1841;14229,69;14,33;462
2024;6;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;20;33;161,6;8,08;7
2024;6;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;739;1205;5217,34;7,06;283
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;464;756;11066,4;23,85;293
2024;6;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;39;64;532,35;13,65;12
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;21;34;366,66;17,46;11
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;94;153;767,04;8,16;37
2024;6;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;23;37;374,67;16,29;12
